Iteration,Loss
0,0.006399299934824325
1,0.006256710409016467
2,0.006244960516235919
3,0.006244960516235919
4,0.006244960516235919
5,0.005978894061144697
6,0.005978894061144697
7,0.005700189740155976
8,0.005700189740155976
9,0.005700189740155976
10,0.005700189740155976
11,0.005695329086855263
12,0.005695329086855263
13,0.005695329086855263
14,0.005695329086855263
15,0.005695329086855263
16,0.005695329086855263
17,0.005695329086855263
18,0.005695329086855263
19,0.005695329086855263
20,0.005695329086855263
21,0.005695329086855263
22,0.005695329086855263
23,0.005695329086855263
24,0.005695329086855263
25,0.005695329086855263
26,0.005695329086855263
27,0.005694618364313536
28,0.005693717849704089
29,0.005690364650405379
30,0.005689178268275189
31,0.005687538855153579
32,0.005681903062622969
33,0.005681353655674403
34,0.0056773153479596355
35,0.005674611390515842
36,0.005670094956089919
37,0.005656159962337039
38,0.005656159962337039
39,0.005653117354618453
40,0.005650932080260293
41,0.005650932080260293
42,0.005649953473032121
43,0.005649953473032121
44,0.005649953473032121
45,0.005649953473032121
46,0.005649953473032121
47,0.005649953473032121
48,0.00564994067774028
49,0.0056499336665609915
50,0.005649931211001427
51,0.005649931211001427
52,0.005649931211001427
53,0.00564993093415504
54,0.005649930421474909
55,0.005649930421474909
56,0.005649930196913038
57,0.0056499300125085064
58,0.0056499300125085064
59,0.0056499300125085064
60,0.005649930001044393
61,0.005649930001044393
62,0.005649930001044393
63,0.005649930001044393
64,0.005649929998542546
65,0.005649929998542546
66,0.005649929998542546
67,0.0056499299980139785
68,0.0056499299980139785
69,0.005649929997896337
70,0.005649929997896337
71,0.005649929997896337
72,0.005649929997857306
73,0.005649929997768503
74,0.005649929997768503
75,0.005649929997767077
76,0.00564992999775632
